City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
Noida,Sector 78,1025,4,3,2,Yes,6,10,12,Unfurnished,North,No,Yes,Yes,Yes,No,Yes,9.29,3.71,4.02,9.58,2.19,10.23,12429462
Faridabad,NIT,3885,5,5,1,Yes,23,30,4,Unfurnished,West,Yes,Yes,No,No,No,No,11.57,7.77,2.83,1.77,6.31,14.15,32064384
Gurugram,Sohna Road,3975,3,2,1,Yes,19,24,21,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,7.04,7.55,4.32,6.91,13.43,10.91,61871281
Faridabad,Sector 15,553,4,3,0,Yes,6,15,24,Semi-Furnished,South,Yes,Yes,No,No,No,Yes,9.07,0.45,4.92,1.47,13.05,14.92,5817632
Greater Noida,Pari Chowk,2042,2,2,0,No,12,26,25,Fully Furnished,West,No,Yes,Yes,No,Yes,Yes,9.98,7.31,4.29,6.65,11.38,11.16,15022372
Gurugram,Sector 57,1176,1,1,1,Yes,12,14,13,Unfurnished,East,No,Yes,Yes,No,Yes,Yes,5.65,7.51,0.43,9.32,9.03,15.59,16627143
Faridabad,Green Fields,1916,1,2,1,Yes,16,18,25,Semi-Furnished,South,No,Yes,Yes,No,No,Yes,7.99,2.78,1.9,9.53,9.35,9.76,12345346
Delhi,Rohini,2275,2,1,0,No,12,16,12,Unfurnished,North,No,Yes,No,No,Yes,No,3.63,5.28,2.06,1.28,1.62,19.45,41509463
Delhi,Dwarka,1313,2,2,0,Yes,17,29,23,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,1.14,0.62,4.81,5.8,8.71,4.94,18648248
Ghaziabad,Crossings Republik,3031,4,4,2,Yes,12,16,17,Unfurnished,East,No,Yes,Yes,Yes,Yes,Yes,9.46,2.55,0.7,7.77,6.68,8.2,24071518
Ghaziabad,Vaishali,2635,2,1,3,No,20,23,9,Semi-Furnished,North,Yes,Yes,Yes,No,Yes,Yes,6.92,3.27,3.38,1.31,3.31,14.96,22729964
Noida,Sector 78,4159,5,4,1,Yes,7,27,8,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,3.08,1.74,3.57,9.54,5.49,13.59,39142648
Gurugram,Sohna Road,735,2,2,3,No,10,30,21,Semi-Furnished,North,No,Yes,Yes,Yes,No,No,3.83,6.33,4.33,6.59,4.29,7.51,10736956
Ghaziabad,Crossings Republik,1919,3,3,0,Yes,20,30,2,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,No,10.21,5.13,4.91,6,11.58,4.65,12939626
Gurugram,Sohna Road,4111,5,5,1,No,12,20,24,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,6.08,5.37,5.12,8.16,9.29,3.73,70814831
Ghaziabad,Vaishali,1183,5,4,3,No,1,9,24,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,No,6.26,6.37,2.45,9.22,13.25,1.28,10486674
Delhi,Pitampura,3045,3,3,1,No,20,27,11,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,9.83,2.89,4.8,8.93,0.3,17.7,50397615
Noida,Sector 62,2557,3,2,1,Yes,5,17,19,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,8.14,3.94,3.63,6.65,6.28,5.25,21064091
Noida,Sector 50,610,5,4,0,Yes,8,14,16,Fully Furnished,West,Yes,Yes,No,Yes,No,Yes,10.42,1.53,5.02,6.21,11.96,16.5,8299525
Gurugram,DLF Phase 3,3416,3,3,0,Yes,12,25,4,Unfurnished,West,Yes,Yes,Yes,Yes,No,Yes,10.83,4.88,5.29,5.55,11.34,2.32,38710124
Delhi,Saket,2588,4,4,0,No,7,23,25,Semi-Furnished,West,Yes,Yes,No,No,Yes,No,9.21,7.3,0.69,6.18,8.25,5.53,24087251
Faridabad,Green Fields,932,5,4,3,Yes,22,28,13,Semi-Furnished,East,No,Yes,No,Yes,No,No,7.38,7.94,2.51,2.44,8.37,11.37,6602616
Faridabad,Green Fields,2431,3,3,2,No,23,25,21,Unfurnished,West,Yes,Yes,Yes,Yes,No,Yes,9.45,6.45,3.76,7,0.97,8.09,17530919
Delhi,Janakpuri,2381,5,5,0,Yes,8,16,11,Unfurnished,South,No,Yes,Yes,Yes,No,No,7.72,3.62,1.37,6.74,12.1,6.08,24559246
Gurugram,Golf Course Road,1376,5,4,3,No,18,19,8,Unfurnished,East,No,Yes,Yes,Yes,Yes,No,10.53,6.54,3.53,7.09,14.5,11.48,18841680
Ghaziabad,Crossings Republik,4122,5,4,3,Yes,8,11,12,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,8.44,2.25,1.87,4.29,11.28,7.17,31545373
Ghaziabad,Raj Nagar,1898,2,2,1,Yes,15,27,6,Unfurnished,South,Yes,Yes,Yes,Yes,No,Yes,10.05,2.98,4.72,1.64,1.36,19.14,14132156
Faridabad,Sector 15,3923,4,4,2,No,18,23,15,Unfurnished,West,Yes,Yes,Yes,No,No,Yes,5.79,4.42,3.11,4.24,10.36,3.91,34494007
Greater Noida,Pari Chowk,2334,3,2,0,Yes,12,16,10,Semi-Furnished,West,Yes,Yes,No,No,Yes,No,11.51,2.88,1.27,4.53,6.4,15.17,21755763
Gurugram,Sector 57,1186,5,4,1,Yes,23,26,25,Unfurnished,West,Yes,Yes,Yes,No,No,Yes,9.69,1.58,3.1,9.96,12.77,10.58,18135508
Gurugram,Golf Course Road,2752,5,4,3,Yes,22,25,1,Unfurnished,East,No,Yes,No,No,No,Yes,4.4,4.57,5.6,2.95,0.49,2.86,35161954
Noida,Sector 150,1904,3,3,3,Yes,12,22,14,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,1.04,2.88,2.02,6.7,10.71,12.31,20939104
Ghaziabad,Raj Nagar,3513,5,5,3,Yes,5,6,4,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,1.24,7.51,2.94,1.01,11.61,10.72,21878573
Gurugram,Sohna Road,1086,1,2,2,Yes,7,17,14,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,Yes,10.38,3.84,5.25,9.38,8.32,3.13,13887840
Greater Noida,Pari Chowk,2231,5,5,2,No,17,21,25,Unfurnished,East,No,Yes,Yes,No,No,No,0.23,4.28,4.6,1.79,4.44,10.93,22732081
Greater Noida,Pari Chowk,3762,3,3,1,Yes,5,10,9,Unfurnished,East,No,Yes,Yes,No,No,No,0.33,0.59,3.3,2.27,1.71,5.75,34927947
Noida,Sector 62,1067,1,2,1,No,13,23,25,Semi-Furnished,South,No,Yes,Yes,No,No,Yes,0.77,6.25,0.61,4.97,3.04,16.91,15069323
Delhi,Dwarka,4441,2,2,3,Yes,23,24,6,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,1.99,5.88,4.52,5.72,2.01,9.88,62935648
Gurugram,DLF Phase 1,3987,2,1,1,No,10,11,5,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,Yes,8.29,1.41,4.67,2.86,7.6,13.88,57119366
Delhi,Rohini,3090,2,1,1,No,7,18,17,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,8.72,2.16,0.43,7.21,8.47,11.08,53417598
Faridabad,Sector 21,2676,3,3,3,No,19,28,5,Unfurnished,West,No,Yes,No,Yes,No,No,0.11,5.18,2.4,2.26,0.48,17.21,21833899
Gurugram,DLF Phase 1,3146,5,5,1,No,24,29,4,Semi-Furnished,North,Yes,Yes,Yes,No,No,No,0.62,7.51,1.24,0.8,1.78,4.24,31853165
Greater Noida,Knowledge Park,3144,4,4,0,No,7,27,22,Unfurnished,East,No,Yes,Yes,Yes,No,Yes,6.74,7.52,2.61,4.01,10.68,16.56,25295925
Delhi,Dwarka,3867,3,2,1,Yes,3,27,7,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,9.22,4.7,4.11,7.17,6.52,2.53,48983346
Ghaziabad,Kaushambi,1832,2,2,2,No,17,23,11,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,4.38,3.73,5.77,0.5,0.71,6.05,11140817
Noida,Sector 150,476,3,2,1,No,0,25,22,Fully Furnished,South,No,Yes,No,Yes,Yes,Yes,1.75,3.06,3.58,2.71,12.2,2.29,7074315
Noida,Sector 62,3413,3,3,1,No,22,24,19,Semi-Furnished,East,Yes,Yes,No,Yes,No,Yes,10.57,3.59,5.6,1.65,11.6,15.08,48312633
Greater Noida,Knowledge Park,671,3,2,2,Yes,10,27,22,Unfurnished,West,Yes,Yes,Yes,Yes,No,No,3.55,3.28,0.97,1.28,8.66,1.46,6609293
Delhi,Saket,2505,4,3,1,No,17,21,15,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,3.95,7.41,0.72,6.88,6.47,7.29,37954791
Faridabad,Sector 15,3602,3,2,2,No,19,22,14,Unfurnished,North,Yes,Yes,Yes,Yes,Yes,No,8.9,2.1,3.8,1.9,12.52,6.11,21956778
Gurugram,Sector 57,2379,1,2,1,Yes,6,24,16,Semi-Furnished,East,No,Yes,Yes,No,Yes,Yes,2.13,2.42,4.78,6.37,0.99,13.27,20979109
Ghaziabad,Raj Nagar,3165,3,2,0,No,20,27,7,Fully Furnished,South,Yes,Yes,Yes,Yes,No,No,6.06,3.77,5.57,0.7,3.86,10.82,22475853
Ghaziabad,Vaishali,525,3,3,2,No,7,24,8,Fully Furnished,South,No,Yes,Yes,No,No,Yes,4.17,3.26,1,7.43,7.91,13.72,6177901
Ghaziabad,Vaishali,2796,2,2,2,No,14,19,6,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,No,7.91,4.61,1.12,1.14,8.09,14.53,17554234
Noida,Sector 62,3585,3,3,3,No,14,23,4,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,7.2,2,0.35,1.26,11.74,3.11,52525703
Greater Noida,Gamma 1,1203,4,4,3,Yes,5,12,7,Unfurnished,South,Yes,Yes,Yes,Yes,No,No,0.89,7.43,5.92,8.74,7.45,6.84,13236087
Ghaziabad,Crossings Republik,3629,1,2,2,No,19,29,19,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,6.27,3.29,4.46,5.8,7.84,12.8,18572574
Gurugram,Sector 57,2080,3,3,3,Yes,13,23,19,Fully Furnished,South,Yes,Yes,Yes,Yes,No,No,9.37,7.52,4.24,1.79,6.32,9.29,25575837
Faridabad,Sector 21,4064,4,3,2,No,22,25,22,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,8.75,7.81,3.75,2.02,8.35,1.36,22031686
Faridabad,Sector 21,1114,2,1,0,No,9,19,23,Semi-Furnished,South,Yes,Yes,Yes,No,No,Yes,0.14,6.17,0.27,5.23,7.58,16.25,9504934
Noida,Sector 137,2861,4,4,3,No,2,22,19,Unfurnished,North,Yes,Yes,Yes,No,Yes,Yes,7.87,0.49,5.15,6.84,12.6,6.32,23084024
Delhi,Saket,1180,2,2,1,No,23,28,11,Fully Furnished,North,No,Yes,No,Yes,No,No,9.13,6.78,0.58,4.97,2.01,17.26,18339049
Ghaziabad,Kaushambi,1309,2,1,0,Yes,15,27,22,Semi-Furnished,South,No,Yes,No,No,No,No,7.41,4.07,4.43,5.23,12.16,17.73,7851674
Noida,Sector 62,934,1,2,0,Yes,25,30,13,Semi-Furnished,East,Yes,Yes,Yes,No,No,Yes,3.13,0.73,1.94,5.72,11.55,2.72,10428107
Ghaziabad,Kaushambi,2973,1,1,1,No,10,26,15,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,9.43,3.43,4.51,8.43,4.63,14.64,19520406
Faridabad,Sector 15,1303,5,5,2,Yes,4,13,0,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,No,8.49,2.65,0.38,4.43,7.56,5.13,11210011
Noida,Sector 50,1688,2,1,2,Yes,24,26,2,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,8.82,4.28,4.7,1.86,13.1,16.53,20531192
Noida,Sector 62,2331,4,3,0,No,1,23,19,Fully Furnished,North,Yes,Yes,No,No,No,Yes,6.97,2.63,5.37,3.55,3.05,5.89,24735320
Greater Noida,Alpha 1,1566,2,1,2,Yes,0,20,17,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,6.93,1.54,2.01,8.98,8.2,1.49,9671346
Greater Noida,Alpha 1,883,4,3,0,No,12,18,22,Semi-Furnished,North,No,Yes,Yes,No,No,No,11.69,6.09,2.9,1.75,12.23,18.43,8447663
Ghaziabad,Raj Nagar,3253,4,4,1,Yes,4,24,8,Fully Furnished,West,No,Yes,No,No,Yes,No,0.46,3.91,2.24,4.88,2.73,15.47,26578139
Faridabad,Sector 15,2111,1,2,0,No,17,25,12,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,4.15,6.55,3.63,7.95,6.64,15.85,14804281
Noida,Sector 62,3478,5,5,0,No,10,28,3,Fully Furnished,West,Yes,Yes,Yes,Yes,No,No,4,5.23,0.56,2.57,2.26,11.82,48174338
Noida,Sector 137,2305,5,5,3,No,6,13,21,Fully Furnished,North,No,Yes,Yes,No,No,No,7.38,4.18,5.12,8.6,1.12,18.07,17939443
Greater Noida,Pari Chowk,3811,3,2,2,Yes,7,21,22,Semi-Furnished,South,No,Yes,No,No,No,No,7.98,3.9,1.29,4.15,13.88,16.88,26178760
Greater Noida,Beta 2,1000,1,1,0,Yes,23,27,21,Semi-Furnished,West,No,Yes,No,Yes,Yes,Yes,7.52,3.74,2.66,8.29,5.89,4.9,8694581
Faridabad,NIT,3918,2,2,3,No,1,3,18,Semi-Furnished,West,Yes,No,No,Yes,No,Yes,6.25,4.28,3.74,2.83,9.53,13.44,28876151
Greater Noida,Pari Chowk,3719,5,5,0,No,17,30,0,Semi-Furnished,East,No,Yes,No,No,No,No,2.09,5.62,3.67,3.39,11.82,5.58,37023128
Faridabad,Sector 15,3138,3,2,2,No,2,7,16,Unfurnished,East,No,Yes,No,No,No,Yes,0.27,1.07,1.21,6.12,2.44,9.21,25436943
Gurugram,DLF Phase 3,2436,2,1,2,Yes,4,24,4,Fully Furnished,South,No,Yes,Yes,No,No,Yes,6.98,6.77,0.52,3.01,12.33,1.52,41160700
Ghaziabad,Raj Nagar,2400,5,4,3,No,15,20,4,Semi-Furnished,East,No,Yes,No,No,Yes,No,11.54,5.53,0.44,9.22,9.63,19.15,18264863
Gurugram,Golf Course Road,1543,1,2,3,No,24,30,23,Unfurnished,North,No,Yes,Yes,Yes,No,Yes,10,0.29,0.77,1.49,6.8,4.78,19754827
Noida,Sector 62,547,5,4,0,Yes,19,30,3,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,8.38,2.18,2.91,9.39,9.65,18.49,7962857
Greater Noida,Gamma 1,1504,2,1,2,Yes,12,25,10,Fully Furnished,West,No,Yes,Yes,No,No,Yes,11.76,1.77,2.48,6.63,1.8,11.04,14842117
Faridabad,Sector 15,4188,4,4,0,Yes,2,5,18,Semi-Furnished,North,Yes,Yes,Yes,No,Yes,No,8.01,2.28,4.26,9.09,8.7,10.55,37044641
Ghaziabad,Crossings Republik,2104,1,1,0,No,22,30,3,Semi-Furnished,North,No,Yes,Yes,No,No,No,4.45,6.86,2.17,8.49,11.45,6.15,12604819
Faridabad,Sector 15,4412,4,3,2,No,3,24,22,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,0.4,7.97,1.58,4.19,11.93,13.05,31402705
Ghaziabad,Indirapuram,601,3,2,2,Yes,12,16,6,Fully Furnished,South,Yes,Yes,Yes,No,Yes,Yes,5.92,0.35,5.46,6.37,3.79,13.15,5451090
Greater Noida,Alpha 1,4155,3,2,3,Yes,18,20,3,Unfurnished,West,No,Yes,No,Yes,Yes,Yes,3.96,7.81,3.54,1.8,12.58,15.97,25890861
Gurugram,DLF Phase 1,944,3,2,3,Yes,22,28,17,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,0.29,4,0.24,2.2,1.52,13.21,14649793
Greater Noida,Knowledge Park,3285,2,1,1,No,16,24,13,Unfurnished,East,No,Yes,Yes,Yes,Yes,Yes,4.24,0.24,1.57,1.62,8.05,2.37,29027320
Faridabad,Sector 21,2351,2,2,0,Yes,3,29,4,Semi-Furnished,North,Yes,Yes,Yes,No,No,Yes,7.77,2.42,2.72,3.68,12.12,15.29,12414613
Greater Noida,Alpha 1,4238,5,4,1,Yes,15,24,3,Unfurnished,East,No,Yes,Yes,Yes,No,No,2.84,1.06,1.52,2.75,6.31,4.4,32530468
Ghaziabad,Kaushambi,2434,1,2,1,Yes,19,27,5,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,4.1,0.45,3.5,3.17,1.84,9.58,17106477
Gurugram,DLF Phase 3,4080,3,2,1,Yes,2,16,16,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,8.86,2.12,2.1,6,13.4,12.04,44745848
Ghaziabad,Indirapuram,614,4,3,3,No,15,28,25,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,No,8.35,3.37,1.46,3.9,3.74,19.98,4466087
Greater Noida,Gamma 1,1112,4,3,3,No,24,26,22,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,6.42,2.51,4.57,7.13,9.27,11.72,9021735
Faridabad,Sector 37,3463,1,2,0,Yes,12,24,14,Semi-Furnished,South,Yes,Yes,Yes,No,No,Yes,11.78,2.06,0.86,5.05,14.1,11.81,29976133
Greater Noida,Beta 2,1762,3,3,3,No,1,4,11,Semi-Furnished,East,No,Yes,No,No,Yes,No,9.62,7.57,4.89,9.44,1.17,17.89,16881599
Delhi,Saket,4127,2,2,0,Yes,5,14,3,Semi-Furnished,West,Yes,Yes,No,No,Yes,Yes,11.64,4.42,0.97,3.79,6.77,13.07,58700040
Delhi,Dwarka,4020,2,2,3,No,20,26,15,Semi-Furnished,South,Yes,Yes,No,No,No,No,9.49,1.97,2.36,3.24,12.71,3.39,56015327
Noida,Sector 50,4235,2,2,1,Yes,22,25,5,Unfurnished,East,No,Yes,No,Yes,No,Yes,2.3,4.59,0.4,3.51,5.29,7.77,49387161
Faridabad,Sector 37,947,1,2,3,Yes,14,25,4,Unfurnished,West,No,Yes,Yes,No,No,No,4.13,1.08,2.98,0.88,10.23,2.78,5003825
Faridabad,Sector 21,2276,3,2,2,Yes,19,30,6,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,Yes,8.16,7.67,5.86,4.25,7.46,12.26,16577760
Greater Noida,Gamma 1,2078,2,2,2,No,11,12,9,Semi-Furnished,West,Yes,Yes,No,No,No,Yes,9.66,2.45,4.87,9.72,6.47,17.98,14784672
Greater Noida,Knowledge Park,1369,1,1,1,No,9,30,20,Semi-Furnished,North,No,Yes,Yes,No,No,Yes,1.52,2.36,5.97,1.13,11.23,11.83,12778047
Greater Noida,Knowledge Park,4440,1,2,0,No,5,24,1,Unfurnished,East,Yes,Yes,Yes,No,Yes,No,4.4,5.16,5.74,0.96,4.52,12.96,28762416
Noida,Sector 137,3582,1,1,2,No,21,26,8,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,6.27,3.11,3.01,3.73,13.68,2.5,31014482
Noida,Sector 137,3706,5,4,3,No,2,6,4,Fully Furnished,West,No,Yes,Yes,No,No,No,10.69,4.86,4.63,3.75,10.71,1.06,52567147
Noida,Sector 137,3959,2,1,2,Yes,6,11,2,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,2.44,0.46,4.03,6.14,7.14,18.22,30560616
Gurugram,DLF Phase 1,3540,1,1,1,Yes,5,27,11,Unfurnished,South,No,Yes,Yes,Yes,No,No,6.11,0.73,4.95,7.75,8.03,14.46,46144415
Faridabad,Sector 15,4437,1,1,3,No,22,25,14,Semi-Furnished,South,No,Yes,No,Yes,Yes,No,6.22,3.38,4.62,3.49,7.1,10.63,29281207
Greater Noida,Gamma 1,2732,1,1,2,No,3,16,9,Semi-Furnished,West,No,Yes,No,No,No,Yes,2.35,0.74,5.08,5.02,10.25,4,26516325
Ghaziabad,Crossings Republik,2590,1,1,1,No,12,16,23,Fully Furnished,South,Yes,Yes,No,Yes,Yes,No,7.18,7.93,0.91,8.46,10.93,5.93,21090445
Greater Noida,Knowledge Park,1908,4,4,3,No,4,29,14,Unfurnished,North,Yes,Yes,Yes,No,No,No,1.29,0.61,0.6,6.94,14.59,7.96,16969135
Gurugram,Sohna Road,3002,1,1,3,No,6,16,21,Semi-Furnished,North,Yes,Yes,No,No,No,Yes,4.67,2.65,2.38,4.87,0.69,11.35,40655765
Ghaziabad,Crossings Republik,1000,3,3,3,Yes,18,29,15,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,5.99,7.77,3.78,3.85,14.67,6.75,6209620
Noida,Sector 150,1878,5,4,2,No,3,17,11,Fully Furnished,South,Yes,Yes,Yes,No,No,Yes,7.81,4.82,5.48,1.12,4.71,7.08,16727499
Gurugram,DLF Phase 1,2337,4,4,2,Yes,22,30,18,Unfurnished,West,No,Yes,Yes,No,No,No,1.29,5.47,2.15,5.28,11.52,7.12,32589326
Ghaziabad,Vaishali,2485,1,1,2,No,1,11,18,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,6.84,4.34,2.68,3.8,1.33,16.56,17890449
Ghaziabad,Kaushambi,1733,2,2,3,No,19,28,14,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,Yes,3.29,5.18,4.89,8.6,13.62,18.73,14403188
Faridabad,Sector 21,1942,4,3,1,Yes,23,29,24,Semi-Furnished,West,Yes,Yes,Yes,No,No,No,3.28,2.44,1.13,7.03,3.69,5.15,11090265
Delhi,Janakpuri,3714,3,3,3,No,13,15,6,Unfurnished,North,No,Yes,Yes,Yes,Yes,No,11.57,3.99,0.32,8.67,1.44,12.23,38495829
Gurugram,DLF Phase 1,2075,2,1,0,Yes,16,27,18,Fully Furnished,East,Yes,Yes,Yes,No,No,Yes,4.02,4.76,2.46,7.61,3.69,8.75,23782330
Noida,Sector 137,4422,3,3,3,No,18,19,15,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,10.57,7.51,2.31,7.3,12.36,0.91,52968964
Greater Noida,Alpha 1,3279,2,2,3,No,20,26,25,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,3.68,7.5,4.59,3.33,12.92,3.62,30296088
Greater Noida,Knowledge Park,3683,1,2,0,No,15,27,13,Fully Furnished,North,Yes,Yes,No,No,No,Yes,4.29,4.9,4.92,7.51,6.91,1.03,22945987
Greater Noida,Knowledge Park,3690,2,1,3,Yes,20,25,10,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,Yes,5.47,7.01,0.97,2.15,8.98,6.89,30328148
Delhi,Saket,1955,2,2,3,Yes,0,1,17,Semi-Furnished,North,No,Yes,Yes,Yes,No,Yes,4.87,3.55,1.71,1.35,5.65,18.97,21447711
Greater Noida,Pari Chowk,2232,4,4,0,Yes,22,26,6,Fully Furnished,West,No,Yes,Yes,No,No,No,10.29,4.88,5.97,3.19,10.22,8.66,21400336
Gurugram,DLF Phase 1,1733,1,1,3,No,23,26,13,Unfurnished,East,No,Yes,Yes,No,No,No,8.87,4.03,5.71,5.78,13.86,12.91,26433579
Noida,Sector 137,673,2,1,0,No,8,14,22,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,5.55,1.08,4.37,1.91,5.37,4.47,6305931
Noida,Sector 50,3819,3,2,0,Yes,13,16,7,Semi-Furnished,West,No,Yes,Yes,Yes,No,Yes,4.55,7.45,0.82,3.57,0.63,9.47,50832072
Ghaziabad,Raj Nagar,2883,1,2,0,No,10,29,4,Unfurnished,West,Yes,Yes,Yes,Yes,No,No,1.2,2.19,1.59,7.82,6.1,0.9,17719027
Ghaziabad,Crossings Republik,1617,2,1,2,No,25,29,23,Fully Furnished,South,Yes,Yes,No,No,Yes,No,5.93,7.11,2.96,5.85,6.46,15.25,14577303
Faridabad,Sector 21,2228,4,3,0,No,14,22,20,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,1.04,6.45,1.94,9.85,10.33,6.36,14316307
Ghaziabad,Raj Nagar,2778,1,1,0,Yes,16,23,13,Unfurnished,North,Yes,Yes,Yes,No,No,No,8.91,3.81,4.76,8.51,0.87,8.62,22278742
Gurugram,Sohna Road,3415,4,4,2,No,25,27,6,Unfurnished,West,Yes,Yes,Yes,No,Yes,No,1.49,1.54,2.97,7.07,13.06,19.33,58514927
Faridabad,Green Fields,1927,4,4,0,Yes,4,5,6,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,7.83,3.6,3.83,8.01,3.03,6.37,14339671
Ghaziabad,Crossings Republik,539,1,1,1,No,15,23,0,Fully Furnished,East,No,Yes,Yes,Yes,Yes,No,0.19,5.12,4.34,9.81,12.76,14.87,6399820
Gurugram,DLF Phase 1,2446,4,4,3,Yes,22,23,16,Unfurnished,North,No,Yes,No,No,Yes,No,5.99,7.52,2.21,7.13,0.51,6.12,29827522
Gurugram,Sector 57,1400,5,4,2,No,4,14,23,Semi-Furnished,East,Yes,Yes,Yes,No,No,No,8.32,0.87,3,2.15,2.51,10.1,23276416
Gurugram,DLF Phase 3,1307,5,4,0,No,8,20,21,Unfurnished,South,No,Yes,Yes,Yes,Yes,No,1.54,1.95,1.7,3.73,5.46,1.41,17869018
Greater Noida,Pari Chowk,2925,1,1,3,No,24,25,3,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,10.94,1.42,1.89,4.69,7.69,14.78,19739106
Greater Noida,Gamma 1,1820,2,1,1,No,13,14,7,Fully Furnished,East,Yes,Yes,Yes,No,No,No,4.53,6.09,2.29,6.82,2.44,15.19,17781212
Noida,Sector 78,2143,4,4,2,Yes,14,19,24,Unfurnished,South,No,Yes,No,Yes,Yes,No,5.27,3.27,0.42,9.26,2.43,11.7,27128936
Gurugram,Sector 57,2096,5,5,2,No,0,27,8,Fully Furnished,East,Yes,Yes,No,Yes,No,No,10.66,6.3,2.55,2.37,4.66,1.22,32069955
Greater Noida,Beta 2,2581,5,5,1,Yes,16,25,9,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,Yes,8.75,7.9,0.84,1.07,5.72,12.73,23647797
Delhi,Dwarka,2288,3,2,3,No,7,26,18,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,6.28,2.13,2.1,6.03,12.38,7.54,24421584
Greater Noida,Knowledge Park,3843,4,3,0,Yes,13,18,15,Unfurnished,West,No,Yes,No,Yes,No,No,7.67,7.97,4.2,9.5,11.03,8.63,26765777
Faridabad,Sector 21,2435,4,3,0,Yes,14,30,1,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,No,6.9,0.51,1.09,4.03,14.87,6.41,17761823
Noida,Sector 137,3660,5,5,0,No,9,16,5,Fully Furnished,North,No,Yes,Yes,No,Yes,Yes,5.07,4.67,3.48,9.05,11.76,9.77,49635201
Noida,Sector 50,3056,4,4,3,Yes,23,26,2,Semi-Furnished,North,No,Yes,No,No,No,Yes,11.5,7.14,4.47,6.64,13.02,14.29,37857061
Faridabad,Sector 15,3087,5,4,1,Yes,18,27,6,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,3.02,5.7,5.35,4.72,12.14,12.33,21651552
Ghaziabad,Indirapuram,1842,4,3,3,Yes,16,22,12,Unfurnished,South,No,Yes,Yes,Yes,Yes,Yes,3.14,0.9,1.98,4.37,2.7,12.48,13167288
Delhi,Dwarka,1670,4,3,2,Yes,13,24,8,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,6.15,4.13,5.71,3.06,4.91,11.29,19735621
Delhi,Saket,3044,2,1,2,Yes,7,25,20,Semi-Furnished,South,Yes,Yes,Yes,No,No,No,4.54,7.89,4.74,5.61,6.47,18.27,50117488
